CustomerID,Total_Spent,Order_Frequency,Avg_Order_Value,Total_Items
12358,334.79,1,334.79,7
83172,334.77,1,334.77,6
16642,334.74,1,334.74,5
10193,334.73,1,334.73,6
55150,334.63,1,334.63,6
64182,334.62,2,167.31,4
60385,334.33,1,334.33,6
33032,334.31,1,334.31,3
57209,334.3,1,334.3,5
41474,334.29,1,334.29,5
27906,333.98,1,333.98,3
87282,333.87,1,333.87,6
54952,333.74,1,333.74,6
18502,333.69,1,333.69,4
37467,333.66,1,333.66,6
61888,333.6,1,333.6,5
48657,333.55,1,333.55,12
62391,333.54,1,333.54,6
64445,333.5,1,333.5,3
27345,333.29,1,333.29,7
83319,333.24,2,166.62,4
70669,333.23,1,333.23,3
92595,332.91,2,166.46,11
60821,332.5,1,332.5,4
93422,332.36,1,332.36,3
13300,332.35,1,332.35,8
88298,332.3,1,332.3,5
36311,332.19,1,332.19,4
33715,332.11,1,332.11,2
94692,331.97,1,331.97,5
48589,331.8,1,331.8,6
57435,331.5,1,331.5,6
47178,331.45,1,331.45,2
35951,331.4,1,331.4,5
63227,331.16,1,331.16,4
71380,330.89,1,330.89,5
10482,330.7,1,330.7,4
76881,330.65,1,330.65,2
21878,330.62,1,330.62,4
55668,330.51,1,330.51,7
37468,330.47,1,330.47,4
15274,330.46,1,330.46,4
35979,330.37,1,330.37,5
26683,330.33,1,330.33,2
60955,330.29,1,330.29,3
76825,330.15,1,330.15,6
58601,330.07,1,330.07,2
89473,329.91,1,329.91,5
37353,329.88,1,329.88,3
11605,329.74,1,329.74,3
55753,329.6,1,329.6,5
76143,329.48,1,329.48,4
38206,329.35,1,329.35,3
70699,329.31,1,329.31,4
28073,329.05,1,329.05,4
76413,328.84,1,328.84,4
98146,328.67,1,328.67,5
23426,328.62,1,328.62,4
48085,328.6,1,328.6,3
98179,328.6,1,328.6,3
24713,328.53,1,328.53,7
34650,328.35,1,328.35,3
88615,328.31,1,328.31,7
95329,328.28,1,328.28,7
36611,328.13,2,164.06,8
83526,328.07,1,328.07,4
28512,328.04,1,328.04,3
67873,328.03,1,328.03,3
77867,328.0,1,328.0,6
14875,327.93,2,163.96,9
84049,327.89,1,327.89,3
60036,327.89,1,327.89,6
89051,327.85,1,327.85,4
96823,327.7,2,163.85,8
47148,327.67,1,327.67,3
49110,327.45,1,327.45,4
78001,327.41,1,327.41,8
63082,327.33,3,109.11,12
27302,327.26,1,327.26,5
30295,327.23,1,327.23,7
69563,327.08,2,163.54,12
41021,327.01,1,327.01,3
84941,326.85,1,326.85,3
62892,326.74,1,326.74,4
77741,326.68,2,163.34,8
54882,326.58,1,326.58,2
13540,326.39,1,326.39,3
12979,326.39,1,326.39,7
25745,326.35,1,326.35,2
10728,326.1,1,326.1,5
75954,326.04,1,326.04,4
54939,325.8,1,325.8,6
67329,325.73,1,325.73,2
87306,325.68,1,325.68,5
60844,325.63,1,325.63,4
85932,325.36,1,325.36,4
75420,325.33,2,162.67,8
38609,325.21,1,325.21,4
29247,325.19,1,325.19,8
18582,325.19,1,325.19,3
12359,325.16,1,325.16,4
83432,325.12,1,325.12,4
19363,324.91,1,324.91,3
68030,324.91,1,324.91,9
23365,324.87,1,324.87,4
31961,324.84,1,324.84,5
82009,324.72,1,324.72,5
69065,324.72,1,324.72,3
56106,324.71,1,324.71,6
72525,324.62,1,324.62,3
18131,324.58,1,324.58,7
77424,324.47,1,324.47,4
97676,324.4,1,324.4,5
73344,324.35,1,324.35,3
29011,324.21,1,324.21,7
76864,324.11,1,324.11,4
71830,324.1,1,324.1,6
40208,324.08,1,324.08,5
53413,323.89,1,323.89,2
57050,323.89,1,323.89,4
15967,323.7,1,323.7,5
40927,323.61,1,323.61,6
19205,323.6,1,323.6,4
21144,323.52,1,323.52,4
78256,323.47,1,323.47,4
64461,323.35,1,323.35,4
47987,323.35,1,323.35,6
68929,323.23,1,323.23,7
56958,323.16,1,323.16,3
42676,323.16,1,323.16,3
31125,323.0,1,323.0,5
78514,322.99,1,322.99,5
93062,322.98,1,322.98,5
39941,322.97,1,322.97,4
86604,322.89,1,322.89,4
87870,322.75,1,322.75,4
45282,322.73,1,322.73,4
57479,322.54,1,322.54,3
32910,322.45,1,322.45,6
47815,322.24,1,322.24,3
87084,321.88,1,321.88,7
54305,321.83,1,321.83,7
34302,321.75,1,321.75,3
37277,321.69,1,321.69,5
77577,321.62,1,321.62,5
38259,321.61,1,321.61,4
15744,321.55,2,160.78,8
76482,321.48,1,321.48,3
19431,321.39,1,321.39,2
85458,321.35,1,321.35,4
29086,321.17,1,321.17,3
78217,321.06,1,321.06,2
27432,321.05,1,321.05,2
54217,320.95,1,320.95,2
24989,320.79,1,320.79,5
32831,320.75,1,320.75,3
88077,320.73,1,320.73,3
86516,320.68,1,320.68,7
69185,320.5,1,320.5,5
88957,320.47,2,160.23,9
26464,320.46,1,320.46,5
83489,320.4,2,160.2,10
17797,320.35,1,320.35,3
38298,320.34,1,320.34,3
73646,320.24,1,320.24,6
49866,320.1,1,320.1,4
64751,320.01,1,320.01,4
26064,319.97,1,319.97,5
13752,319.93,1,319.93,3
16632,319.7,1,319.7,3
11265,319.55,1,319.55,3
52072,319.49,1,319.49,3
39024,319.15,1,319.15,6
20506,319.06,1,319.06,3
41382,318.92,1,318.92,5
11620,318.57,1,318.57,6
49481,318.23,1,318.23,5
23661,318.1,1,318.1,2
28606,318.07,1,318.07,4
79057,317.92,1,317.92,3
71751,317.9,1,317.9,4
49324,317.81,1,317.81,7
39622,317.75,1,317.75,2
15784,317.7,1,317.7,5
47779,317.35,1,317.35,4
70717,317.2,1,317.2,5
79155,317.01,2,158.51,6
54221,316.88,1,316.88,6
25552,316.74,1,316.74,4
32316,316.7,1,316.7,6
72694,316.64,1,316.64,8
30962,316.59,1,316.59,7
73565,316.55,1,316.55,2
85798,316.46,1,316.46,4
38317,316.39,1,316.39,4
22939,316.35,1,316.35,6
38603,316.28,1,316.28,4
26735,315.81,1,315.81,8
12441,315.78,1,315.78,3
95175,315.48,1,315.48,11
42877,315.45,2,157.73,4
80785,315.44,1,315.44,4
17481,315.18,1,315.18,4
41648,315.03,1,315.03,3
20819,315.0,2,157.5,8
64438,314.86,2,157.43,11
76761,314.84,1,314.84,7
56494,314.79,2,157.39,10
54744,314.67,1,314.67,6
76368,314.54,1,314.54,5
33045,314.51,1,314.51,4
79912,314.48,1,314.48,6
48904,314.19,1,314.19,2
94034,313.8,1,313.8,3
19244,313.52,1,313.52,3
47382,313.45,1,313.45,6
63403,313.41,1,313.41,2
84991,313.28,1,313.28,5
74503,313.19,1,313.19,4
20269,313.13,1,313.13,7
85170,313.08,1,313.08,3
92857,313.05,1,313.05,4
29782,312.85,1,312.85,4
82144,312.81,1,312.81,4
62398,312.68,1,312.68,6
69225,312.25,1,312.25,5
77696,312.24,1,312.24,5
66283,312.21,1,312.21,5
36602,312.17,1,312.17,4
62544,312.12,1,312.12,5
50679,312.11,2,156.05,7
48123,311.98,1,311.98,3
19759,311.96,1,311.96,4
45921,311.93,1,311.93,5
12969,311.85,1,311.85,8
17634,311.79,1,311.79,3
12825,311.66,1,311.66,4
30191,311.5,1,311.5,3
42734,311.42,1,311.42,7
78959,311.38,1,311.38,5
94422,311.24,1,311.24,5
54371,311.11,1,311.11,5
37805,311.0,1,311.0,5
95008,310.9,1,310.9,2
32405,310.54,1,310.54,2
37438,310.54,1,310.54,2
49106,310.37,1,310.37,6
44944,310.22,1,310.22,5
88185,309.96,1,309.96,4
54214,309.95,2,154.97,9
88108,309.88,1,309.88,4
65428,309.47,1,309.47,8
31717,309.3,1,309.3,5
34569,309.2,1,309.2,8
24880,309.17,1,309.17,3
21240,309.06,1,309.06,7
31272,308.9,1,308.9,5
97315,308.86,1,308.86,7
38751,308.7,1,308.7,6
61072,308.68,1,308.68,6
75857,308.58,1,308.58,2
54943,308.29,1,308.29,5
36240,308.27,1,308.27,4
38039,308.11,2,154.05,5
20608,307.99,1,307.99,4
22841,307.99,2,153.99,7
74794,307.91,1,307.91,5
11629,307.74,1,307.74,6
47421,307.66,1,307.66,3
19932,307.61,1,307.61,4
99039,307.6,1,307.6,2
42897,307.41,1,307.41,3
60655,307.35,1,307.35,6
18905,307.35,1,307.35,5
36914,307.31,1,307.31,7
41970,307.28,1,307.28,5
79102,307.2,1,307.2,6
97548,307.1,1,307.1,5
41554,307.03,1,307.03,5
20295,307.03,2,153.51,5
27847,307.02,1,307.02,6
12645,306.99,1,306.99,5
97307,306.97,1,306.97,6
20789,306.95,1,306.95,5
77887,306.73,1,306.73,2
86605,306.7,1,306.7,7
78978,306.63,1,306.63,5
97268,306.55,1,306.55,3
20184,306.26,1,306.26,3
59393,306.25,1,306.25,9
49075,306.13,1,306.13,6
26354,305.98,1,305.98,3
87187,305.91,2,152.95,9
24245,305.88,1,305.88,3
19853,305.55,1,305.55,7
24434,305.41,1,305.41,4
69951,305.31,1,305.31,4
49273,305.31,1,305.31,3
51995,305.27,1,305.27,2
59783,305.22,1,305.22,5
74120,305.03,1,305.03,7
45003,304.99,1,304.99,3
62117,304.87,1,304.87,9
42731,304.83,1,304.83,4
71894,304.59,1,304.59,4
80364,304.5,1,304.5,4
26257,304.41,1,304.41,4
50827,304.39,1,304.39,6
95104,304.38,1,304.38,7
10624,304.27,1,304.27,4
70018,304.21,1,304.21,3
95208,304.1,2,152.05,5
70983,303.89,1,303.89,4
41682,303.76,1,303.76,4
47804,303.64,1,303.64,4
78004,303.54,1,303.54,5
17042,303.35,1,303.35,4
70456,303.31,1,303.31,3
85133,303.29,1,303.29,3
78827,303.28,1,303.28,2
85641,303.28,1,303.28,6
66101,303.03,1,303.03,6
22940,302.47,1,302.47,4
12382,302.45,2,151.22,4
33303,302.44,1,302.44,5
22054,302.34,1,302.34,3
47770,302.34,1,302.34,5
90446,302.06,1,302.06,5
25142,302.01,1,302.01,6
11639,301.74,1,301.74,6
86698,301.72,1,301.72,3
26906,301.69,2,150.85,7
25519,301.63,1,301.63,6
84445,301.62,1,301.62,3
75687,301.32,1,301.32,7
43755,301.08,1,301.08,3
18408,301.01,1,301.01,3
44997,301.01,1,301.01,4
61453,300.8,1,300.8,5
40536,300.8,1,300.8,2
12293,300.75,1,300.75,4
32338,300.6,1,300.6,4
93952,300.5,1,300.5,6
66682,300.47,1,300.47,4
22770,300.44,1,300.44,5
22788,300.43,2,150.21,6
32004,300.42,1,300.42,7
67848,300.34,2,150.17,5
32304,300.26,1,300.26,6
83242,300.2,1,300.2,4
27525,300.11,1,300.11,2
64660,300.05,1,300.05,2
70662,299.82,1,299.82,4
43290,299.82,1,299.82,7
69312,299.7,1,299.7,3
66623,299.53,1,299.53,7
17144,299.46,1,299.46,4
27388,299.35,1,299.35,3
38107,299.09,1,299.09,5
76759,299.08,1,299.08,6
17274,299.02,1,299.02,4
50925,299.01,2,149.51,9
35216,298.96,1,298.96,4
50606,298.9,2,149.45,11
80478,298.9,1,298.9,5
72972,298.88,1,298.88,7
92509,298.82,1,298.82,8
85341,298.74,1,298.74,4
31687,298.7,1,298.7,5
92236,298.67,2,149.34,11
99460,298.62,1,298.62,2
20705,298.53,2,149.27,13
44663,298.46,1,298.46,3
68198,298.24,1,298.24,6
76454,298.17,1,298.17,5
76046,298.15,1,298.15,2
65891,298.1,1,298.1,6
70516,297.99,1,297.99,4
20524,297.93,1,297.93,6
73635,297.84,1,297.84,7
66118,297.82,1,297.82,3
15495,297.79,1,297.79,4
85027,297.75,1,297.75,5
94015,297.52,1,297.52,3
57928,297.48,1,297.48,3
61952,297.46,1,297.46,3
23580,297.43,1,297.43,8
36296,297.27,1,297.27,5
85695,297.13,1,297.13,9
85624,296.9,1,296.9,3
62868,296.7,1,296.7,6
74109,296.67,1,296.67,5
61345,296.51,2,148.26,12
20318,296.46,1,296.46,6
13317,296.29,1,296.29,5
55469,295.72,1,295.72,6
55336,295.71,1,295.71,8
49303,295.66,1,295.66,3
19716,295.66,1,295.66,4
98540,295.57,1,295.57,2
87814,295.46,1,295.46,4
56839,295.45,1,295.45,2
37357,295.41,1,295.41,4
41351,295.39,1,295.39,7
97311,295.32,1,295.32,3
74866,295.27,1,295.27,8
74081,295.23,1,295.23,7
37987,295.22,1,295.22,4
43815,294.96,1,294.96,2
82243,294.82,1,294.82,3
28474,294.79,1,294.79,4
99412,294.79,1,294.79,2
94254,294.68,1,294.68,4
48730,294.64,1,294.64,5
90823,294.47,1,294.47,3
31688,294.39,1,294.39,4
45988,294.28,1,294.28,3
69665,294.16,1,294.16,6
92030,294.15,1,294.15,7
99976,294.08,2,147.04,7
86087,293.99,1,293.99,5
99325,293.85,1,293.85,5
82814,293.75,1,293.75,7
49783,293.75,1,293.75,6
10166,293.67,1,293.67,4
82259,293.26,1,293.26,3
85272,293.16,1,293.16,4
30290,293.15,1,293.15,5
95144,293.14,1,293.14,3
49589,293.13,1,293.13,5
41974,292.92,1,292.92,5
76020,292.86,1,292.86,6
75637,292.77,1,292.77,4
22188,292.74,1,292.74,5
40359,292.69,1,292.69,4
77091,292.51,1,292.51,3
86867,292.33,1,292.33,3
35430,292.19,1,292.19,5
15560,292.05,1,292.05,3
64968,291.96,1,291.96,5
40584,291.91,1,291.91,5
27093,291.88,1,291.88,2
43714,291.86,1,291.86,8
66291,291.85,1,291.85,4
68202,291.72,1,291.72,2
62460,291.65,1,291.65,3
93872,291.58,1,291.58,3
72535,291.54,1,291.54,5
22546,291.51,1,291.51,3
42007,291.45,1,291.45,6
49730,291.45,1,291.45,6
47096,291.38,1,291.38,5
51013,291.33,1,291.33,3
73893,291.28,1,291.28,4
90964,291.25,1,291.25,3
97765,291.17,1,291.17,5
82312,291.13,2,145.57,5
84167,290.94,1,290.94,5
37753,290.83,1,290.83,4
94420,290.53,1,290.53,3
92694,290.47,1,290.47,3
15039,290.34,1,290.34,2
27223,290.24,1,290.24,7
58560,290.21,1,290.21,7
92292,290.21,1,290.21,5
25257,290.12,1,290.12,5
77113,290.12,1,290.12,4
41921,290.08,1,290.08,4
65061,289.9,1,289.9,3
64713,289.9,1,289.9,6
43338,289.85,1,289.85,4
77714,289.78,1,289.78,6
39016,289.73,1,289.73,7
39792,289.61,1,289.61,9
58507,289.26,1,289.26,3
22637,289.18,1,289.18,4
10224,289.01,1,289.01,3
12647,288.92,1,288.92,5
73203,288.76,1,288.76,3
15306,288.68,1,288.68,6
99258,288.64,1,288.64,3
12374,288.51,1,288.51,3
63538,288.47,1,288.47,3
68273,288.47,1,288.47,4
18520,288.4,1,288.4,5
42361,288.38,1,288.38,5
46108,288.34,1,288.34,4
18375,288.32,1,288.32,7
75343,288.18,1,288.18,6
77629,288.13,1,288.13,3
91966,288.04,1,288.04,7
27808,288.04,1,288.04,6
29363,288.02,1,288.02,5
84624,288.0,1,288.0,5
15730,287.89,1,287.89,3
66288,287.71,1,287.71,4
89479,287.66,1,287.66,3
80940,287.5,1,287.5,3
60078,287.44,1,287.44,5
53634,287.41,1,287.41,6
39191,287.34,1,287.34,3
34191,287.22,1,287.22,3
25387,287.19,1,287.19,5
14843,286.86,1,286.86,5
78006,286.75,1,286.75,2
45845,286.68,1,286.68,4
57008,286.65,1,286.65,3
29764,286.65,1,286.65,5
91775,286.59,1,286.59,6
55504,286.51,1,286.51,5
42383,286.46,1,286.46,7
29350,286.38,1,286.38,3
36842,286.3,1,286.3,3
22011,286.26,2,143.13,8
60378,286.24,1,286.24,3
47349,286.1,1,286.1,8
47445,286.03,1,286.03,4
31097,285.95,1,285.95,5
43112,285.88,1,285.88,6
22114,285.83,1,285.83,5
59000,285.52,1,285.52,2
86853,285.51,1,285.51,3
88885,285.48,1,285.48,3
50765,285.47,1,285.47,2
87040,285.39,1,285.39,7
67756,285.38,1,285.38,4
43692,285.36,1,285.36,3
66037,285.32,1,285.32,3
85825,285.29,1,285.29,5
26376,285.08,1,285.08,3
77670,285.03,1,285.03,2
14849,284.96,1,284.96,3
53987,284.92,1,284.92,3
56287,284.83,1,284.83,5
58165,284.66,1,284.66,5
15408,284.65,1,284.65,4
54092,284.64,1,284.64,6
67491,284.49,1,284.49,6
76539,284.25,1,284.25,7
77422,284.12,2,142.06,9
48037,284.11,1,284.11,6
33670,284.11,1,284.11,6
42679,284.11,1,284.11,4
42666,284.05,1,284.05,2
90483,284.03,1,284.03,6
33682,283.93,1,283.93,3
91113,283.9,1,283.9,3
70080,283.71,1,283.71,4
90916,283.7,1,283.7,6
73224,283.59,1,283.59,6
92109,283.48,1,283.48,4
30192,283.45,1,283.45,6
10395,283.42,1,283.42,3
58483,283.39,1,283.39,3
91606,283.21,1,283.21,5
28641,283.16,1,283.16,5
15062,283.1,1,283.1,2
82930,283.02,1,283.02,4
41431,282.96,1,282.96,3
44051,282.95,1,282.95,3
78231,282.91,2,141.45,7
41007,282.91,1,282.91,4
94840,282.8,1,282.8,3
40974,282.73,1,282.73,4
52608,282.73,1,282.73,9
82910,282.72,1,282.72,5
41466,282.62,2,141.31,9
17609,282.47,2,141.24,13
57606,282.46,1,282.46,1
66112,282.39,1,282.39,4
32307,282.31,1,282.31,4
11479,282.22,1,282.22,5
75401,282.15,2,141.07,4
42408,282.07,1,282.07,4
24984,282.0,1,282.0,4
64079,281.85,1,281.85,7
86328,281.83,1,281.83,3
73836,281.78,1,281.78,4
51555,281.72,1,281.72,4
11175,281.7,1,281.7,5
47924,281.48,1,281.48,3
91566,281.04,1,281.04,2
12952,280.93,1,280.93,6
32935,280.77,1,280.77,3
19290,280.73,1,280.73,3
27855,280.5,1,280.5,3
19424,280.22,1,280.22,3
74119,280.2,1,280.2,5
91458,280.03,2,140.01,8
72253,279.99,2,140.0,9
71710,279.84,1,279.84,2
66546,279.79,1,279.79,4
64074,279.76,1,279.76,4
41640,279.74,1,279.74,2
18194,279.09,1,279.09,7
74407,278.94,1,278.94,3
50910,278.9,1,278.9,3
90314,278.74,1,278.74,4
38095,278.7,1,278.7,4
82611,278.68,1,278.68,6
84827,278.59,1,278.59,3
59345,278.58,1,278.58,4
73870,278.53,2,139.26,7
53471,278.21,2,139.11,8
30730,278.19,1,278.19,3
30177,278.12,1,278.12,2
70943,277.99,1,277.99,7
73063,277.89,1,277.89,6
73862,277.88,1,277.88,2
97476,277.86,1,277.86,3
63112,277.61,1,277.61,7
60534,277.52,1,277.52,4
11662,277.38,1,277.38,3
64907,277.16,1,277.16,4
19044,277.11,1,277.11,5
85732,277.08,1,277.08,3
97889,277.08,1,277.08,3
91292,277.01,1,277.01,5
60620,276.9,1,276.9,3
87689,276.89,1,276.89,4
21414,276.77,1,276.77,5
22340,276.68,1,276.68,4
18410,276.63,1,276.63,4
81068,276.55,1,276.55,2
45505,276.17,1,276.17,5
26907,276.16,1,276.16,3
80671,276.07,1,276.07,3
57511,275.9,1,275.9,4
54105,275.82,1,275.82,2
21944,275.68,1,275.68,5
46410,275.65,1,275.65,3
56199,275.46,1,275.46,4
73996,275.1,1,275.1,3
83647,274.83,1,274.83,6
20074,274.66,1,274.66,7
48278,274.61,1,274.61,5
29287,274.49,1,274.49,3
16753,274.49,1,274.49,6
11512,274.37,1,274.37,3
31335,274.34,1,274.34,3
60543,274.32,1,274.32,4
36038,274.29,1,274.29,5
43842,274.23,2,137.11,8
30505,274.19,1,274.19,3
11859,274.07,1,274.07,3
92246,274.04,1,274.04,2
12030,274.03,1,274.03,3
33625,273.98,1,273.98,2
67149,273.96,1,273.96,5
89211,273.92,2,136.96,6
12703,273.83,1,273.83,5
59782,273.72,1,273.72,3
99076,273.64,1,273.64,2
62193,273.61,1,273.61,3
88700,273.53,1,273.53,5
54436,273.5,1,273.5,5
52887,273.25,1,273.25,4
57523,273.21,1,273.21,2
15312,273.21,1,273.21,2
11830,273.17,1,273.17,4
81023,273.15,1,273.15,4
93035,273.14,1,273.14,6
60873,273.12,1,273.12,4
30547,272.99,1,272.99,2
84210,272.92,2,136.46,8
54458,272.88,1,272.88,5
90950,272.79,1,272.79,3
61427,272.77,1,272.77,7
61573,272.75,1,272.75,2
99113,272.75,1,272.75,6
39090,272.75,2,136.37,7
52351,272.71,1,272.71,2
88684,272.25,1,272.25,3
52991,271.97,2,135.98,6
67775,271.96,1,271.96,4
13384,271.77,1,271.77,5
47037,271.7,1,271.7,3
90931,271.69,2,135.84,8
16983,271.65,2,135.82,9
54964,271.63,1,271.63,5
32641,271.6,1,271.6,8
70422,271.49,1,271.49,3
76306,271.47,1,271.47,4
71740,271.12,1,271.12,5
63257,271.08,1,271.08,4
78215,270.96,1,270.96,7
99276,270.93,1,270.93,5
46831,270.91,2,135.46,5
91025,270.82,1,270.82,3
99344,270.77,2,135.38,5
30447,270.71,1,270.71,3
80857,270.69,1,270.69,4
99756,270.68,1,270.68,7
58220,270.62,1,270.62,3
81442,270.59,1,270.59,5
41343,270.56,1,270.56,2
38896,270.47,1,270.47,3
51050,270.45,1,270.45,4
11573,270.45,1,270.45,4
66151,270.45,1,270.45,7
66479,270.38,1,270.38,5
51958,270.24,1,270.24,6
24023,270.24,1,270.24,6
25591,270.11,1,270.11,8
62105,270.08,1,270.08,3
90245,269.94,1,269.94,3
43443,269.87,1,269.87,6
66305,269.82,1,269.82,6
90184,269.66,1,269.66,4
40165,269.59,1,269.59,5
31405,269.52,1,269.52,3
59372,269.47,1,269.47,2
58538,269.45,1,269.45,6
98722,269.4,1,269.4,6
57086,269.37,1,269.37,5
27907,269.26,1,269.26,2
91827,269.19,1,269.19,11
62582,269.13,1,269.13,5
14153,269.07,1,269.07,4
82128,268.99,1,268.99,4
51300,268.96,1,268.96,5
65855,268.87,1,268.87,4
67108,268.73,1,268.73,3
41161,268.72,1,268.72,7
20873,268.72,1,268.72,3
70484,268.46,1,268.46,5
43648,268.4,1,268.4,2
31795,268.34,1,268.34,5
93962,268.32,1,268.32,7
83977,268.15,1,268.15,3
15643,268.07,1,268.07,4
59043,268.04,1,268.04,3
11757,268.04,1,268.04,3
54342,267.97,1,267.97,3
41536,267.96,1,267.96,6
13052,267.94,1,267.94,4
15872,267.92,1,267.92,3
98283,267.74,1,267.74,4
11152,267.72,2,133.86,8
58374,267.71,1,267.71,3
76783,267.54,1,267.54,6
75034,267.53,1,267.53,7
56726,267.52,2,133.76,6
13309,267.43,1,267.43,4
39282,267.42,1,267.42,4
73284,267.39,1,267.39,3
52939,267.34,1,267.34,6
98457,267.21,1,267.21,4
51299,267.18,1,267.18,5
89810,267.06,1,267.06,5
50649,266.49,1,266.49,4
31264,266.49,1,266.49,4
54808,266.4,1,266.4,5
75257,266.26,1,266.26,8
18404,266.08,1,266.08,4
17456,266.06,1,266.06,5
17617,265.97,1,265.97,5
25896,265.93,1,265.93,7
58726,265.91,1,265.91,5
19865,265.87,1,265.87,5
54202,265.81,1,265.81,4
61704,265.73,1,265.73,4
62852,265.69,1,265.69,4
17775,265.65,1,265.65,6
14605,265.62,1,265.62,6
17478,265.61,1,265.61,3
16605,265.6,1,265.6,6
37553,265.55,1,265.55,4
29530,265.52,1,265.52,7
47399,265.51,2,132.76,7
74694,265.49,1,265.49,4
62303,265.43,1,265.43,3
98717,265.36,1,265.36,5
96818,265.29,1,265.29,2
63607,265.12,2,132.56,8
77571,265.11,1,265.11,3
95559,265.08,1,265.08,3
88727,265.02,1,265.02,4
40294,265.0,1,265.0,4
91079,265.0,1,265.0,6
50064,264.92,1,264.92,3
49515,264.91,1,264.91,6
90682,264.87,1,264.87,3
17332,264.82,1,264.82,4
24254,264.75,1,264.75,6
76918,264.69,1,264.69,3
92272,264.63,1,264.63,3
20149,264.59,1,264.59,3
60500,264.5,1,264.5,2
72461,264.47,1,264.47,3
86576,264.45,1,264.45,5
85771,264.44,2,132.22,8
23316,264.44,1,264.44,6
20909,264.26,1,264.26,3
70040,264.21,1,264.21,2
94041,264.11,1,264.11,1
69929,264.09,1,264.09,4
57949,264.06,1,264.06,4
35516,264.0,1,264.0,3
56730,263.9,1,263.9,4
68734,263.79,1,263.79,6
29662,263.75,1,263.75,3
20650,263.72,1,263.72,2
46360,263.69,1,263.69,5
67065,263.54,1,263.54,7
59797,263.53,2,131.76,10
73313,263.53,1,263.53,3
67082,263.51,1,263.51,3
39889,263.47,1,263.47,4
52420,263.44,1,263.44,5
27584,263.37,1,263.37,3
36021,263.32,1,263.32,3
90635,263.3,1,263.3,6
17110,263.22,1,263.22,2
40800,263.2,1,263.2,3
86910,263.04,1,263.04,6
20101,262.98,1,262.98,3
71298,262.88,1,262.88,5
77176,262.87,1,262.87,4
54729,262.66,1,262.66,5
61029,262.51,1,262.51,5
70096,262.5,1,262.5,4
97366,262.46,1,262.46,4
16124,262.44,1,262.44,5
30215,262.33,1,262.33,3
21722,262.33,1,262.33,7
15936,262.32,1,262.32,6
62774,262.17,1,262.17,8
89919,262.17,1,262.17,5
49012,262.1,1,262.1,2
84452,262.05,1,262.05,4
15151,262.02,1,262.02,7
37034,262.0,1,262.0,4
85187,261.94,1,261.94,5
75750,261.92,1,261.92,5
52251,261.92,1,261.92,4
43511,261.88,1,261.88,4
95337,261.84,1,261.84,5
13514,261.62,1,261.62,7
11187,261.3,1,261.3,3
32245,261.28,2,130.64,8
74864,261.26,1,261.26,2
20792,261.22,1,261.22,5
51935,261.18,1,261.18,4
83695,261.12,1,261.12,3
98916,261.08,1,261.08,8
10078,261.07,1,261.07,3
62755,261.02,1,261.02,5
59259,261.0,1,261.0,3
35370,260.88,1,260.88,3
20483,260.85,1,260.85,4
84585,260.76,1,260.76,3
48287,260.7,1,260.7,3
21977,260.52,2,130.26,4
11289,260.35,1,260.35,6
59419,260.32,1,260.32,3
34482,260.3,1,260.3,4
53929,260.15,1,260.15,4
25189,259.93,1,259.93,8
92799,259.89,1,259.89,4
97108,259.82,1,259.82,6
71942,259.73,1,259.73,4
78160,259.61,1,259.61,4
20571,259.59,1,259.59,5
15446,259.49,1,259.49,4
49222,259.45,1,259.45,5
86719,259.43,1,259.43,6
62082,259.4,1,259.4,4
82223,259.38,1,259.38,2
85270,259.37,1,259.37,4
22150,259.31,1,259.31,4
12431,259.31,1,259.31,5
61232,259.3,1,259.3,9
15806,259.13,1,259.13,7
20086,259.02,1,259.02,4
28908,258.97,1,258.97,6
71742,258.96,1,258.96,3
71098,258.71,1,258.71,4
19071,258.66,1,258.66,4
56475,258.61,1,258.61,6
39230,258.58,1,258.58,2
50469,258.41,1,258.41,4
71210,258.38,1,258.38,4
80208,258.38,1,258.38,3
90668,258.08,1,258.08,2
34981,258.04,1,258.04,4
21268,258.01,1,258.01,4
36637,257.99,1,257.99,2
88187,257.99,1,257.99,5
51410,257.94,1,257.94,5
55311,257.73,1,257.73,5
12188,257.62,1,257.62,2
54211,257.6,1,257.6,6
86582,257.59,1,257.59,3
17281,257.58,1,257.58,3
63778,257.31,1,257.31,3
47572,257.23,1,257.23,5
50790,257.22,1,257.22,3
27578,257.16,1,257.16,5
37910,257.08,1,257.08,3
66411,257.03,1,257.03,4
88512,256.89,1,256.89,5
35661,256.81,2,128.4,6
59452,256.8,1,256.8,3
43198,256.64,1,256.64,2
12380,256.63,1,256.63,3
73962,256.56,1,256.56,3
27889,256.33,1,256.33,5
35456,256.31,2,128.15,7
29560,256.23,1,256.23,5
68489,256.09,1,256.09,5
32736,256.08,1,256.08,3
13529,256.04,1,256.04,6
36769,256.01,1,256.01,2
60574,255.94,1,255.94,4
32806,255.91,1,255.91,8
47850,255.89,1,255.89,8
38695,255.86,1,255.86,3
65889,255.74,1,255.74,4
52437,255.73,1,255.73,5
78284,255.51,2,127.75,6
56915,255.4,1,255.4,2
10967,255.19,1,255.19,3
10924,255.18,1,255.18,3
93859,255.17,1,255.17,6
25776,255.02,1,255.02,4
13398,255.02,1,255.02,3
78228,255.01,1,255.01,3
48296,255.0,1,255.0,6
83050,254.95,1,254.95,3
