CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score
29363,351,1,288.02,1,2,4,124
29364,47,1,823.35,5,2,5,525
29398,48,1,51.03,5,2,1,521
29413,357,1,238.66,1,2,4,124
29433,315,1,147.39,1,2,3,123
29434,329,1,53.0,1,2,1,121
29441,142,1,395.37,4,2,5,425
29448,65,1,214.72,5,2,3,523
29455,295,1,462.38,1,2,5,125
29477,239,1,218.73,2,2,3,223
29488,322,1,42.54,1,2,1,121
29493,295,1,169.78,1,2,3,123
29530,157,1,265.52,3,2,4,324
29540,188,1,78.63,3,2,2,322
29544,259,1,400.25,2,2,5,225
29557,283,1,81.01,2,2,2,222
29560,152,1,256.23,3,2,4,324
29564,136,1,395.58,4,2,5,425
29568,229,1,131.59,2,2,2,222
29573,69,1,245.25,5,2,4,524
29594,110,1,56.58,4,2,1,421
29607,206,1,101.94,3,2,2,322
29627,188,1,153.0,3,2,3,323
29629,326,1,184.93,1,2,3,123
29631,44,1,451.17,5,2,5,525
29662,89,1,263.75,4,2,4,424
29682,32,1,46.84,5,2,1,521
29685,106,1,180.22,4,2,3,423
29695,283,1,78.84,2,2,2,222
29703,75,1,130.61,4,2,2,422
29712,141,1,149.7,4,2,3,423
29717,223,1,386.62,2,2,4,224
29722,82,1,144.35,4,2,3,423
29724,163,1,154.27,3,2,3,323
29730,12,1,121.37,5,2,2,522
29743,84,1,441.82,4,2,5,425
29749,57,1,52.12,5,2,1,521
29754,143,1,178.09,3,2,3,323
29758,238,1,180.2,2,2,3,223
29760,52,1,127.96,5,2,2,522
29762,172,1,214.32,3,2,3,323
29764,142,1,286.65,4,2,4,424
29782,220,1,312.85,2,2,4,224
29784,121,1,78.87,4,2,2,422
29787,26,1,75.68,5,2,2,522
29793,139,1,153.52,4,2,3,423
29798,141,1,232.91,4,2,4,424
29819,251,1,76.07,2,2,2,222
29822,356,1,65.35,1,2,1,121
29828,127,1,237.93,4,2,4,424
29831,32,1,372.8,5,2,4,524
29879,356,1,526.33,1,2,5,125
29887,356,1,87.55,1,2,2,122
29912,359,1,836.12,1,2,5,125
29931,342,1,36.94,1,2,1,121
29943,230,1,139.63,2,2,3,223
29947,41,1,98.23,5,2,2,522
29954,181,1,115.9,3,2,2,322
29975,322,1,61.54,1,2,1,121
29976,109,1,75.24,4,2,2,422
29983,97,1,78.29,4,2,2,422
29992,194,1,195.29,3,2,3,323
29994,148,1,822.63,3,2,5,325
30018,258,1,49.23,2,2,1,221
30023,297,1,87.74,1,2,2,122
30029,50,1,191.1,5,2,3,523
30047,85,2,187.54,4,5,3,453
30053,233,1,1080.23,2,2,5,225
30064,269,1,172.64,2,2,3,223
30093,102,1,1124.55,4,2,5,425
30110,61,1,94.8,5,2,2,522
30124,318,1,98.25,1,2,2,122
30139,71,1,717.3,4,2,5,425
30143,61,1,57.35,5,2,1,521
30147,251,1,148.74,2,2,3,223
30149,252,1,334.98,2,2,4,224
30151,112,1,213.32,4,2,3,423
30154,356,1,477.58,1,2,5,125
30161,341,1,56.85,1,2,1,121
30177,229,1,278.12,2,2,4,224
30183,360,1,124.24,1,2,2,122
30190,63,1,618.12,5,2,5,525
30191,356,1,311.5,1,2,4,124
30192,267,1,283.45,2,2,4,224
30204,243,1,1657.9,2,2,5,225
30208,343,2,618.04,1,5,5,155
30215,271,1,262.33,2,2,4,224
30237,72,1,147.95,4,2,3,423
30253,327,1,166.46,1,2,3,123
30255,295,1,205.07,1,2,3,123
30256,4,1,226.44,5,2,4,524
30258,49,1,131.63,5,2,2,522
30262,73,1,144.6,4,2,3,423
30268,122,2,561.62,4,5,5,455
30277,58,1,134.99,5,2,3,523
30279,203,1,11.97,3,2,1,321
30290,297,1,293.15,1,2,4,124
30295,181,1,327.23,3,2,4,324
30315,288,1,184.27,2,2,3,223
30317,217,1,64.9,2,2,1,221
30328,306,1,379.56,1,2,4,124
30342,303,1,57.18,1,2,1,121
30343,70,1,59.71,5,2,1,521
30345,201,1,112.44,3,2,2,322
30353,158,1,104.51,3,2,2,322
30360,115,1,23.65,4,2,1,421
30363,115,1,37.3,4,2,1,421
30365,271,1,218.34,2,2,3,223
30391,300,1,63.21,1,2,1,121
30403,42,1,73.78,5,2,1,521
30432,306,2,341.63,1,5,4,154
30443,162,1,106.19,3,2,2,322
30447,116,1,270.71,4,2,4,424
30453,90,1,36.4,4,2,1,421
30470,176,1,84.22,3,2,2,322
30478,292,1,530.36,1,2,5,125
30497,137,1,80.46,4,2,2,422
30498,96,1,67.1,4,2,1,421
30499,227,1,502.58,2,2,5,225
30502,147,1,521.44,3,2,5,325
30505,203,1,274.19,3,2,4,324
30522,57,1,104.74,5,2,2,522
30531,25,1,216.79,5,2,3,523
30536,275,1,67.72,2,2,1,221
30539,210,1,104.45,3,2,2,322
30540,88,1,29.02,4,2,1,421
30547,326,1,272.99,1,2,4,124
30557,131,1,78.06,4,2,2,422
30561,109,1,33.43,4,2,1,421
30575,348,1,375.91,1,2,4,124
30585,102,1,124.23,4,2,2,422
30593,146,1,211.96,3,2,3,323
30594,313,1,77.4,1,2,2,122
30597,108,1,138.86,4,2,3,423
30615,334,1,146.23,1,2,3,123
30622,107,1,118.9,4,2,2,422
30636,294,1,854.46,1,2,5,125
30637,1,1,84.7,5,2,2,522
30638,149,1,47.33,3,2,1,321
30643,351,1,172.35,1,2,3,123
30652,121,1,55.57,4,2,1,421
30657,256,1,71.38,2,2,1,221
30680,97,1,409.79,4,2,5,425
30688,279,1,236.27,2,2,4,224
30693,168,1,338.55,3,2,4,324
30699,142,1,126.64,4,2,2,422
30702,364,1,176.89,1,2,3,123
30730,277,1,278.19,2,2,4,224
30738,55,1,904.17,5,2,5,525
30746,96,1,252.11,4,2,4,424
30754,32,1,46.66,5,2,1,521
30778,234,1,114.67,2,2,2,222
30786,173,1,190.27,3,2,3,323
30812,364,1,40.77,1,2,1,121
30819,138,1,69.38,4,2,1,421
30830,81,1,103.57,4,2,2,422
30842,20,1,69.35,5,2,1,521
30858,325,1,126.61,1,2,2,122
30868,338,1,411.62,1,2,5,125
30877,89,1,413.75,4,2,5,425
30882,104,1,114.2,4,2,2,422
30893,168,1,232.97,3,2,4,324
30896,271,1,460.51,2,2,5,225
30907,334,1,57.73,1,2,1,121
30911,322,1,38.47,1,2,1,121
30925,100,1,212.08,4,2,3,423
30929,200,1,136.98,3,2,3,323
30938,68,1,237.37,5,2,4,524
30950,327,1,416.17,1,2,5,125
30957,67,1,377.6,5,2,4,524
30960,296,1,489.33,1,2,5,125
30962,5,1,316.59,5,2,4,524
30964,111,2,2595.36,4,5,5,455
30990,111,2,506.42,4,5,5,455
30995,127,1,137.66,4,2,3,423
30999,194,1,241.61,3,2,4,324
31006,192,1,103.61,3,2,2,322
31013,192,1,381.34,3,2,4,324
31018,93,1,193.17,4,2,3,423
31023,198,1,529.52,3,2,5,325
31034,328,1,61.8,1,2,1,121
31073,227,1,668.53,2,2,5,225
31076,320,1,240.75,1,2,4,124
31087,219,1,93.04,2,2,2,222
31091,233,1,131.58,2,2,2,222
31096,61,1,1171.34,5,2,5,525
31097,365,1,285.95,1,2,4,124
31105,10,1,201.89,5,2,3,523
31116,304,1,193.77,1,2,3,123
31125,229,1,323.0,2,2,4,224
31129,234,1,53.01,2,2,1,221
31130,232,1,215.96,2,2,3,223
31131,352,1,356.54,1,2,4,124
31133,27,1,582.6,5,2,5,525
31145,43,1,1086.07,5,2,5,525
31150,58,1,1171.07,5,2,5,525
31152,278,1,597.58,2,2,5,225
31177,51,1,172.44,5,2,3,523
31193,266,1,518.44,2,2,5,225
31200,223,1,1116.82,2,2,5,225
31220,55,1,63.77,5,2,1,521
31227,341,1,806.05,1,2,5,125
31228,156,1,79.54,3,2,2,322
31246,262,1,161.87,2,2,3,223
31262,170,1,144.29,3,2,3,323
31264,57,1,266.49,5,2,4,524
31267,272,1,196.23,2,2,3,223
31272,220,1,308.9,2,2,4,224
31312,196,1,42.57,3,2,1,321
31325,7,1,74.59,5,2,1,521
31335,17,1,274.34,5,2,4,524
31341,43,1,149.28,5,2,3,523
31361,111,1,38.4,4,2,1,421
31364,107,2,506.38,4,5,5,455
31377,166,2,388.14,3,5,5,355
31382,130,1,24.56,4,2,1,421
31384,171,1,525.75,3,2,5,325
31405,238,1,269.52,2,2,4,224
31440,128,1,380.96,4,2,4,424
31455,235,1,67.37,2,2,1,221
31456,275,1,58.17,2,2,1,221
31459,329,1,76.73,1,2,2,122
31485,134,1,395.4,4,2,5,425
31495,10,1,244.97,5,2,4,524
31498,218,1,39.64,2,2,1,221
31505,191,1,89.35,3,2,2,322
31515,241,1,594.92,2,2,5,225
31518,304,1,79.29,1,2,2,122
31520,300,1,621.61,1,2,5,125
31526,279,1,61.91,2,2,1,221
31532,21,2,180.32,5,5,3,553
31541,201,1,741.43,3,2,5,325
31544,210,1,141.58,3,2,3,323
31550,221,1,78.77,2,2,2,222
31552,59,1,37.7,5,2,1,521
31568,120,1,150.58,4,2,3,423
31585,353,1,33.73,1,2,1,121
31589,100,1,211.41,4,2,3,423
31599,175,1,239.23,3,2,4,324
31612,62,1,678.32,5,2,5,525
31621,324,1,487.47,1,2,5,125
31624,190,1,99.0,3,2,2,322
31637,229,1,53.2,2,2,1,221
31651,196,1,48.61,3,2,1,321
31652,213,1,845.36,3,2,5,325
31666,325,1,1134.68,1,2,5,125
31683,223,1,659.94,2,2,5,225
31685,59,1,209.42,5,2,3,523
31687,81,1,298.7,4,2,4,424
31688,64,1,294.39,5,2,4,524
31691,328,1,237.3,1,2,4,124
31696,41,1,98.43,5,2,2,522
31702,39,1,81.73,5,2,2,522
31717,356,1,309.3,1,2,4,124
31730,6,1,382.81,5,2,4,524
31733,162,1,556.18,3,2,5,325
31736,81,1,49.86,4,2,1,421
31745,356,1,35.26,1,2,1,121
31752,259,1,51.57,2,2,1,221
31753,308,1,67.48,1,2,1,121
31760,137,1,137.62,4,2,3,423
31770,201,1,81.93,3,2,2,322
31773,112,1,164.14,4,2,3,423
31783,95,1,1290.28,4,2,5,425
31791,169,1,195.39,3,2,3,323
31795,258,1,268.34,2,2,4,224
31804,132,1,125.65,4,2,2,422
31810,60,2,396.21,5,5,5,555
31814,44,1,213.71,5,2,3,523
31818,176,1,681.7,3,2,5,325
31819,66,1,488.75,5,2,5,525
31831,70,1,806.17,5,2,5,525
31842,32,1,191.87,5,2,3,523
31845,177,1,53.1,3,2,1,321
31850,78,1,456.77,4,2,5,425
31852,204,1,163.67,3,2,3,323
31855,348,1,232.72,1,2,4,124
31860,56,1,203.46,5,2,3,523
31863,62,1,202.22,5,2,3,523
31864,345,1,479.12,1,2,5,125
31868,84,1,350.92,4,2,4,424
31875,72,1,101.85,4,2,2,422
31878,199,2,556.2,3,5,5,355
31883,152,1,407.12,3,2,5,325
31891,129,1,158.84,4,2,3,423
31899,13,1,187.78,5,2,3,523
31906,331,1,127.57,1,2,2,122
31907,322,1,178.27,1,2,3,123
31909,191,1,231.23,3,2,4,324
31922,169,1,585.1,3,2,5,325
31925,345,1,99.29,1,2,2,122
31931,85,1,82.02,4,2,2,422
31939,362,1,94.58,1,2,2,122
31945,64,1,125.26,5,2,2,522
31948,364,1,90.7,1,2,2,122
31953,358,1,472.56,1,2,5,125
31956,274,1,369.53,2,2,4,224
31961,17,1,324.84,5,2,4,524
31962,282,1,102.97,2,2,2,222
31972,156,1,118.4,3,2,2,322
31986,273,1,80.93,2,2,2,222
31994,143,1,170.18,3,2,3,323
31999,300,1,349.65,1,2,4,124
32004,24,1,300.42,5,2,4,524
32009,278,1,252.29,2,2,4,224
32021,138,2,622.43,4,5,5,455
32036,363,1,34.13,1,2,1,121
32040,302,1,234.44,1,2,4,124
32042,72,2,402.83,4,5,5,455
32060,201,1,473.87,3,2,5,325
32062,71,2,225.46,4,5,4,454
32072,81,2,488.5,4,5,5,455
32094,67,1,52.18,5,2,1,521
32098,70,1,57.07,5,2,1,521
32101,161,1,108.44,3,2,2,322
32114,211,1,201.12,3,2,3,323
32122,186,1,253.53,3,2,4,324
32135,169,1,425.08,3,2,5,325
32144,285,1,144.33,2,2,3,223
32177,28,1,86.77,5,2,2,522
32185,63,1,80.51,5,2,2,522
32192,10,1,65.82,5,2,1,521
32193,43,1,958.61,5,2,5,525
32199,197,1,524.81,3,2,5,325
32219,132,1,234.01,4,2,4,424
32220,333,1,139.01,1,2,3,123
32235,314,1,161.23,1,2,3,123
32245,9,2,261.28,5,5,4,554
32250,134,1,81.74,4,2,2,422
32262,161,1,515.76,3,2,5,325
32276,280,1,102.36,2,2,2,222
32304,59,1,300.26,5,2,4,524
32306,174,1,131.99,3,2,2,322
32307,354,1,282.31,1,2,4,124
32309,360,1,155.23,1,2,3,123
32313,286,1,128.72,2,2,2,222
32316,163,1,316.7,3,2,4,324
32338,12,1,300.6,5,2,4,524
32343,15,1,242.72,5,2,4,524
32370,120,1,41.65,4,2,1,421
32403,110,1,106.44,4,2,2,422
32405,188,1,310.54,3,2,4,324
32425,153,1,408.41,3,2,5,325
32427,352,1,10.25,1,2,1,121
32429,322,1,79.56,1,2,2,122
32433,254,1,173.59,2,2,3,223
32438,44,1,68.42,5,2,1,521
32452,102,1,58.23,4,2,1,421
32460,171,1,334.86,3,2,4,324
32467,353,1,77.97,1,2,2,122
32470,291,1,47.34,1,2,1,121
32491,4,1,379.06,5,2,4,524
32503,337,1,445.89,1,2,5,125
32517,161,2,193.55,3,5,3,353
32520,3,1,129.12,5,2,2,522
32524,300,1,213.98,1,2,3,123
32532,273,1,224.28,2,2,4,224
32539,287,1,252.13,2,2,4,224
32552,114,1,24.73,4,2,1,421
32557,162,1,218.18,3,2,3,323
32558,28,1,937.67,5,2,5,525
32578,202,1,147.6,3,2,3,323
32580,5,1,197.22,5,2,3,523
32624,122,1,111.48,4,2,2,422
32631,343,1,340.64,1,2,4,124
32639,162,1,221.81,3,2,3,323
32641,352,1,271.6,1,2,4,124
32642,157,1,379.77,3,2,4,324
32657,11,1,225.49,5,2,4,524
32664,33,1,61.81,5,2,1,521
32666,169,2,938.89,3,5,5,355
32667,275,1,73.79,2,2,1,221
32681,301,1,162.71,1,2,3,123
32708,33,1,50.57,5,2,1,521
32724,74,1,381.57,4,2,4,424
32736,314,1,256.08,1,2,4,124
32740,6,1,626.04,5,2,5,525
32742,193,1,62.25,3,2,1,321
32743,112,1,45.65,4,2,1,421
32759,53,1,99.51,5,2,2,522
32774,157,1,115.64,3,2,2,322
32789,338,1,153.01,1,2,3,123
32804,298,1,175.51,1,2,3,123
32806,35,1,255.91,5,2,4,524
32810,189,1,79.58,3,2,2,322
32828,114,1,383.63,4,2,4,424
32831,128,1,320.75,4,2,4,424
32838,68,1,47.71,5,2,1,521
32839,327,1,166.5,1,2,3,123
32878,118,1,204.08,4,2,3,423
32885,162,1,142.36,3,2,3,323
32888,359,1,531.36,1,2,5,125
32896,342,1,55.9,1,2,1,121
32910,301,1,322.45,1,2,4,124
32921,71,1,591.1,4,2,5,425
32935,301,1,280.77,1,2,4,124
32937,340,1,170.52,1,2,3,123
32939,10,1,156.18,5,2,3,523
32968,303,1,143.64,1,2,3,123
32969,111,1,56.62,4,2,1,421
32975,317,1,497.82,1,2,5,125
32996,113,1,114.62,4,2,2,422
32999,132,2,562.47,4,5,5,455
33004,92,1,850.99,4,2,5,425
33015,258,1,221.58,2,2,3,223
33018,50,1,1263.57,5,2,5,525
33019,50,1,79.79,5,2,2,522
33022,154,1,20.84,3,2,1,321
33032,79,1,334.31,4,2,4,424
33033,311,1,179.55,1,2,3,123
33045,91,1,314.51,4,2,4,424
33062,130,1,41.48,4,2,1,421
33076,345,1,929.04,1,2,5,125
33079,265,1,235.5,2,2,4,224
33084,174,1,217.35,3,2,3,323
33086,11,1,152.96,5,2,3,523
33097,233,1,21.58,2,2,1,221
33099,212,1,510.66,3,2,5,325
33105,255,1,70.49,2,2,1,221
33106,253,1,140.57,2,2,3,223
33144,286,1,177.7,2,2,3,223
33152,363,1,537.95,1,2,5,125
33156,128,2,866.05,4,5,5,455
33189,203,1,62.41,3,2,1,321
33190,13,3,464.74,5,5,5,555
33200,208,1,85.91,3,2,2,322
33201,284,1,100.45,2,2,2,222
33204,277,1,156.04,2,2,3,223
33215,23,1,648.45,5,2,5,525
33225,79,1,60.53,4,2,1,421
33237,96,1,878.87,4,2,5,425
33244,310,1,115.53,1,2,2,122
33247,59,1,470.4,5,2,5,525
33258,20,3,1767.61,5,5,5,555
33285,90,1,209.3,4,2,3,423
33303,179,1,302.44,3,2,4,324
33311,66,1,87.39,5,2,2,522
33316,225,1,33.62,2,2,1,221
33328,194,1,98.41,3,2,2,322
33335,148,1,152.46,3,2,3,323
33338,242,2,1062.78,2,5,5,255
33349,261,1,35.9,2,2,1,221
33360,163,1,57.92,3,2,1,321
33370,124,1,148.63,4,2,3,423
33388,225,1,339.59,2,2,4,224
33397,26,1,481.52,5,2,5,525
33401,301,2,803.2,1,5,5,155
33403,142,1,198.72,4,2,3,423
33432,348,1,113.64,1,2,2,122
33451,97,1,83.17,4,2,2,422
33489,84,1,850.22,4,2,5,425
33513,33,1,387.13,5,2,4,524
33514,51,1,145.65,5,2,3,523
33516,103,1,13.29,4,2,1,421
33529,104,1,442.61,4,2,5,425
33578,295,1,229.96,1,2,4,124
33592,229,1,948.16,2,2,5,225
33600,269,1,131.31,2,2,2,222
33602,234,1,169.89,2,2,3,223
33606,83,1,397.98,4,2,5,425
33608,261,1,32.31,2,2,1,221
33609,112,1,81.42,4,2,2,422
33616,66,2,198.2,5,5,3,553
33625,96,1,273.98,4,2,4,424
33639,155,1,193.09,3,2,3,323
33649,195,1,11.91,3,2,1,321
33670,8,1,284.11,5,2,4,524
33675,83,1,135.87,4,2,3,423
33681,281,1,152.39,2,2,3,223
33682,18,1,283.93,5,2,4,524
33704,168,1,244.24,3,2,4,324
33712,317,1,217.74,1,2,3,123
33715,1,1,332.11,5,2,4,524
33718,23,1,92.41,5,2,2,522
33720,307,1,410.94,1,2,5,125
33725,252,1,33.15,2,2,1,221
33726,182,1,175.72,3,2,3,323
33735,244,1,1003.71,2,2,5,225
33738,249,1,239.06,2,2,4,224
33747,2,1,153.69,5,2,3,523
33763,130,1,160.89,4,2,3,423
33765,58,1,201.17,5,2,3,523
33769,244,1,22.01,2,2,1,221
33771,116,1,396.4,4,2,5,425
33793,157,1,216.1,3,2,3,323
33835,352,1,68.74,1,2,1,121
33839,54,1,38.58,5,2,1,521
33840,163,1,203.04,3,2,3,323
33842,254,1,46.74,2,2,1,221
33847,351,1,359.25,1,2,4,124
33859,50,2,407.19,5,5,5,555
33875,87,1,736.66,4,2,5,425
33888,262,1,176.86,2,2,3,223
33903,101,1,31.97,4,2,1,421
33913,360,1,103.79,1,2,2,122
33915,66,1,589.8,5,2,5,525
33919,348,1,237.24,1,2,4,124
33921,332,1,53.85,1,2,1,121
33922,170,1,595.59,3,2,5,325
33923,69,1,1154.89,5,2,5,525
33927,298,1,367.23,1,2,4,124
33933,38,1,462.05,5,2,5,525
33948,287,1,511.6,2,2,5,225
33959,230,1,208.62,2,2,3,223
33969,99,1,130.95,4,2,2,422
33986,58,1,126.32,5,2,2,522
34025,35,1,205.7,5,2,3,523
34060,358,1,164.04,1,2,3,123
34065,310,1,61.33,1,2,1,121
34073,341,1,60.61,1,2,1,121
34076,39,2,173.49,5,5,3,553
34081,165,2,245.93,3,5,4,354
34083,268,1,131.5,2,2,2,222
34084,223,1,83.85,2,2,2,222
34093,94,1,41.79,4,2,1,421
34098,306,1,100.28,1,2,2,122
34109,316,1,493.72,1,2,5,125
34120,277,2,450.74,2,5,5,255
34130,73,1,722.78,4,2,5,425
34131,146,1,1859.91,3,2,5,325
34132,225,2,250.04,2,5,4,254
34163,324,1,74.48,1,2,1,121
34175,46,1,140.06,5,2,3,523
34191,46,1,287.22,5,2,4,524
34192,181,1,663.85,3,2,5,325
34197,131,1,131.44,4,2,2,422
34206,245,1,173.0,2,2,3,223
34214,281,1,182.08,2,2,3,223
34216,140,1,91.77,4,2,2,422
34229,148,1,172.78,3,2,3,323
34236,5,2,411.19,5,5,5,555
34238,118,1,46.1,4,2,1,421
34243,115,1,456.32,4,2,5,425
34276,241,1,367.58,2,2,4,224
34293,130,1,423.49,4,2,5,425
34300,184,1,31.92,3,2,1,321
34302,230,1,321.75,2,2,4,224
34303,227,1,518.73,2,2,5,225
34310,52,1,153.14,5,2,3,523
34315,323,1,192.13,1,2,3,123
34326,5,2,526.48,5,5,5,555
34376,178,1,50.17,3,2,1,321
34389,317,1,387.79,1,2,4,124
34402,13,2,2134.21,5,5,5,555
34406,349,1,39.12,1,2,1,121
34410,96,1,852.57,4,2,5,425
34412,100,2,507.05,4,5,5,455
34424,163,1,79.48,3,2,2,322
34435,211,1,21.19,3,2,1,321
34441,240,1,41.24,2,2,1,221
34446,281,1,355.16,2,2,4,224
34447,135,1,50.94,4,2,1,421
34453,365,1,155.56,1,2,3,123
34456,187,1,62.29,3,2,1,321
34467,172,1,66.71,3,2,1,321
34479,202,1,65.33,3,2,1,321
34482,280,1,260.3,2,2,4,224
34497,233,1,162.82,2,2,3,223
34521,62,1,88.03,5,2,2,522
34527,159,2,234.9,3,5,4,354
34539,257,1,98.41,2,2,2,222
34541,305,1,63.77,1,2,1,121
34544,309,1,868.8,1,2,5,125
34555,149,1,128.3,3,2,2,322
34569,358,1,309.2,1,2,4,124
34586,319,1,425.6,1,2,5,125
34590,272,1,555.42,2,2,5,225
34596,273,1,121.57,2,2,2,222
34610,312,1,534.52,1,2,5,125
34630,31,1,108.68,5,2,2,522
34633,9,1,218.87,5,2,3,523
34637,142,1,245.92,4,2,4,424
34646,197,1,49.79,3,2,1,321
34650,56,1,328.35,5,2,4,524
34654,130,1,169.62,4,2,3,423
34660,59,1,543.81,5,2,5,525
34691,303,1,120.06,1,2,2,122
34697,27,1,162.15,5,2,3,523
34698,161,1,214.89,3,2,3,323
34721,350,1,568.92,1,2,5,125
34736,118,1,177.84,4,2,3,423
34765,342,1,121.02,1,2,2,122
34793,20,1,46.86,5,2,1,521
34798,19,1,905.39,5,2,5,525
34835,314,1,227.11,1,2,4,124
34882,97,1,1007.81,4,2,5,425
34911,21,1,123.64,5,2,2,522
34913,190,1,545.41,3,2,5,325
34925,135,1,77.33,4,2,2,422
34934,322,1,90.49,1,2,2,122
34935,303,1,211.47,1,2,3,123
34940,154,2,211.92,3,5,3,353
34941,61,1,90.6,5,2,2,522
34943,20,1,79.66,5,2,2,522
34955,15,1,208.02,5,2,3,523
34981,354,1,258.04,1,2,4,124
35005,187,1,189.28,3,2,3,323
35015,93,1,177.14,4,2,3,423
35029,114,1,387.79,4,2,4,424
35037,90,1,168.46,4,2,3,423
35040,63,1,681.53,5,2,5,525
35044,88,1,76.04,4,2,2,422
35046,195,1,174.52,3,2,3,323
35056,49,1,457.37,5,2,5,525
35086,116,1,84.81,4,2,2,422
35106,242,1,65.93,2,2,1,221
35133,59,1,240.59,5,2,4,524
35145,239,1,780.31,2,2,5,225
35155,109,1,494.88,4,2,5,425
35156,276,1,87.8,2,2,2,222
35158,148,1,72.89,3,2,1,321
35160,196,1,240.15,3,2,4,324
35188,97,1,221.09,4,2,3,423
35205,63,1,98.91,5,2,2,522
35207,114,1,30.49,4,2,1,421
35208,191,1,41.57,3,2,1,321
35216,13,1,298.96,5,2,4,524
35223,304,1,198.11,1,2,3,123
35233,98,2,1178.09,4,5,5,455
35237,255,1,232.01,2,2,4,224
35239,127,1,244.61,4,2,4,424
35250,349,1,419.98,1,2,5,125
35265,4,1,97.14,5,2,2,522
35296,186,1,701.89,3,2,5,325
35309,314,1,148.55,1,2,3,123
35312,46,2,487.68,5,5,5,555
35329,361,1,192.1,1,2,3,123
35342,198,1,66.67,3,2,1,321
35344,29,1,874.61,5,2,5,525
35351,68,1,515.5,5,2,5,525
35368,268,1,227.6,2,2,4,224
35370,190,1,260.88,3,2,4,324
35372,320,1,216.31,1,2,3,123
35374,17,1,148.55,5,2,3,523
35378,237,1,38.6,2,2,1,221
35379,28,1,342.0,5,2,4,524
35392,245,1,872.3,2,2,5,225
35398,108,1,160.72,4,2,3,423
35406,333,1,95.65,1,2,2,122
35410,117,1,50.24,4,2,1,421
35419,330,1,76.81,1,2,2,122
35420,230,1,31.88,2,2,1,221
35430,38,1,292.19,5,2,4,524
35449,315,1,123.37,1,2,2,122
35456,51,2,256.31,5,5,4,554
35463,280,1,59.74,2,2,1,221
35472,125,1,126.34,4,2,2,422
35484,332,1,180.38,1,2,3,123
35497,154,1,606.51,3,2,5,325
35516,29,1,264.0,5,2,4,524
35525,320,1,1072.71,1,2,5,125
35542,283,1,467.82,2,2,5,225
35557,330,1,229.78,1,2,4,124
35571,356,1,667.49,1,2,5,125
35595,244,1,42.62,2,2,1,221
35597,98,1,165.1,4,2,3,423
35608,178,1,122.94,3,2,2,322
35613,66,1,69.07,5,2,1,521
35626,60,1,375.75,5,2,4,524
35650,283,1,105.1,2,2,2,222
35661,106,2,256.81,4,5,4,454
35663,19,1,27.72,5,2,1,521
35680,46,1,208.51,5,2,3,523
35709,94,1,479.5,4,2,5,425
35718,255,1,100.6,2,2,2,222
35722,269,1,374.41,2,2,4,224
35723,167,1,392.41,3,2,5,325
35729,237,1,159.12,2,2,3,223
35740,112,1,516.21,4,2,5,425
35743,215,1,527.38,3,2,5,325
35744,114,1,75.84,4,2,2,422
35754,310,1,382.74,1,2,4,124
35757,290,1,109.94,2,2,2,222
35765,29,1,782.56,5,2,5,525
35773,319,1,479.83,1,2,5,125
35793,270,1,30.35,2,2,1,221
35806,360,1,251.02,1,2,4,124
35811,289,1,467.34,2,2,5,225
35824,203,1,671.88,3,2,5,325
35839,271,1,379.42,2,2,4,224
35843,117,1,608.2,4,2,5,425
35846,92,1,23.72,4,2,1,421
35849,78,1,174.1,4,2,3,423
35880,230,1,114.31,2,2,2,222
35884,198,1,110.56,3,2,2,322
35885,234,1,65.16,2,2,1,221
35896,335,1,56.67,1,2,1,121
35919,262,1,123.73,2,2,2,222
35920,73,1,514.49,4,2,5,425
35947,270,1,549.32,2,2,5,225
35951,352,1,331.4,1,2,4,124
35952,241,1,110.33,2,2,2,222
35978,358,1,21.39,1,2,1,121
35979,226,1,330.37,2,2,4,224
35994,73,2,816.26,4,5,5,455
36005,45,1,196.48,5,2,3,523
36021,55,1,263.32,5,2,4,524
36038,36,1,274.29,5,2,4,524
36050,93,1,384.44,4,2,4,424
36054,210,1,652.44,3,2,5,325
36060,238,1,65.86,2,2,1,221
36062,179,1,47.4,3,2,1,321
36076,263,1,142.61,2,2,3,223
36083,153,1,70.07,3,2,1,321
36090,344,1,229.36,1,2,4,124
36099,254,1,109.71,2,2,2,222
36109,333,1,150.73,1,2,3,123
36124,146,1,114.08,3,2,2,322
36133,283,1,247.65,2,2,4,224
36136,130,1,174.44,4,2,3,423
36142,51,1,226.38,5,2,4,524
36145,316,1,68.37,1,2,1,121
36170,198,1,448.15,3,2,5,325
36175,297,1,59.5,1,2,1,121
36192,68,1,180.88,5,2,3,523
36196,256,1,41.81,2,2,1,221
36197,123,2,1120.45,4,5,5,455
36206,33,1,74.4,5,2,1,521
36207,24,1,234.38,5,2,4,524
36213,359,1,1913.3,1,2,5,125
36215,270,1,619.89,2,2,5,225
36216,147,1,245.39,3,2,4,324
36223,219,1,169.73,2,2,3,223
36240,242,1,308.27,2,2,4,224
36243,44,1,251.25,5,2,4,524
36255,12,1,41.55,5,2,1,521
36266,79,1,36.76,4,2,1,421
36271,282,1,579.06,2,2,5,225
36273,88,1,74.86,4,2,2,422
36275,178,1,114.41,3,2,2,322
36281,150,1,1427.78,3,2,5,325
36296,28,1,297.27,5,2,4,524
36299,122,1,26.56,4,2,1,421
